"","Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"11","Cellphone","Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green","Doug Danzeisen","Reviewed in the United States on October 31, 2024","5.0 out of 5 stars","Long time used or Motorola phones.  Last one lasted well until dropped right on screen after a gym visit.1. Excellant battery life, often go more than two days without needing a charge. Big plus2. I'm not a gamer, but I do surf and watch U tube a lot. Screen is good, has excellant brightness, but contrast is not as good as with high end screens (totally expected) but I'll keep my cash instead3. Camera is good, really nice color reproduction and good details. Not as clear as my daughter in laws I Phone, but I saved a LOT of money.4. Storage capacity is excellant with the ability to add a compact memory card.  Big plus in my book, these are pretty cheap actually. Amazon Basics microSDXC 128 GB for 12 bucks.  I run a 300GB size because I love videos.  Ohttps://www.amazon.com/Amazon-Basics-microSDXC-Memory-Adapter/dp/B08TJRVWV1/ref=sr_1_1_ffob_sspa?crid=13KWFBDDNU05L&dib=eyJ2IjoiMSJ9.YsDJmjEs8eRQ5lQSPqzljlnEr-iu0RJfWqqkBtOqnV4Ss6HTtweBJ3W8fTdvrmaILWTmkoLEmX5KT67aamhD13dTSaqzWJCobqnS9fn1AWryike0YTATvwwZY3iLVuPdNIGkJzfXUHjODH4lh3rVX3Pu0Fc4Stp3nGuAALxuwx7bNlyPtSi2Ep_Sq2HxjyP7j-DJ-GtknQlvlgcbaCq-rMmIhsBQ4wylaw54Nri5WQs.y97aAf3Aiauu0m5hCWB3-INRwN9jly9_X6yIte0PZHc&dib_tag=se&keywords=phone+memory+card&qid=1730405322&sprefix=phone+memory+card%2Caps%2C158&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1ften cheaper than buying the memory in the phone imho. Plus when phone is done you can reused it.5. Size is perfect for fitting into shirt pocket for me at work, even with a case on it.6. Sound is actually decent, but does not emulate hi fi. I realize the phone environment is a huge challenge, but the sound, even with music is not ""Tinny"". Volume is good on highest setting and can easily be heard when sitting on my desk across the room. I've heard phone get a lot louder, but if I want a ghetto blaster I do have some speakers for outdoors and the like usage.7. I'd say you get about 80% of the usage and quality of ""Flagship"" phones with virtually all the functionality at a cost that's about 25-30% of flagship prices. I've had phones fly away riding my motorcycle (Use a GOOD mount lol), dropped, knocked off while working on car and a lot of other usage cycles that are not amenable to good phone life.  For me it doesn't pay to buy top of the line. But I do like having a solid tool to do the job, and this one works great for that.  Stay safe.",5,NA
"12","Cellphone","Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green","Federico Martin Saravia","Reviewed in the United States on November 16, 2024","","I bought the phone a few weeks ago to replace my Motorola play g9.So far it exceeds my expectations. It's powerful, functional and has good all around connectivity. Battery life, sound and camera quality are pretty good. Friendly user interface also.My only criticism is that it doesn't come with a charger.Overall it's a very good bargain for it's price.",5,NA
"13","Cellphone","Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green","Travis","Reviewed in the United States on October 28, 2024","It's a really good phone at a good price with a quite decent camera","Came back to Motorola from an absolutely god awful Pixel 8A. I've had mixed results with the G Power phones (2020, 2023 and 2024) and while this isn't the phone I fell in love with in 2020, it is leaps and bounds ahead of the 2023 version that made me abandon the brand entirely.Pros:- It'll run most anything fine.- Minimal bloatware on the phone.- Love having a SD Card expansion back to expand the amount of hard drive space on my phone- I like the faux leather back finish on the phone, feels better than the plastic back of most phones and is good if you have issues with phones slipping out of your hands.Cons:- Brightness is all over the place.  It feels like 91% is retina burning and 90% is too dim. Not sure how to get a better balance.- Battery won't come close to what they're claiming; I'm not a power user (1-3 hours a day gaming), but the battery just bleeds life. Can have a full charge at 7 AM and by 4 PM it's hanging around somewhere between 40-50%.Overall, I'm happy to see that this wasn't total junk like the previous year installment of the series was.",4,NA
"14","Cellphone","Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green","Helen Dominguez","Reviewed in the United States on November 10, 2024","5.0 out of 5 stars","I highly recommend, the price is too good to be true for such a great phone. I didn't think I would like it as much because my last phone was a Samsung Galaxy s22 ultra, but a lot of features between the phones are actually really similar. It's very fas and responsive, super customizable, and has endless features. The camera isn't really the best, but it's above average compared to a lot of other models of Motorola, and the camera is more than good enough for my personal taste, here are some pictures I took with it.",5,NA
"15","Cellphone","Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green","Helen Dominguez",NA,"",NA,5,NA
"16","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Andrzej Przedworski","Reviewed in the United States on December 1, 2024","5.0 out of 5 stars","I learned about this phone in a youtube review, which claimed it was one of the best phones in 2024 for such a low price range. I'll admit, I was skeptical at first, but when I bought this it changed my mind. I had a Samsung Galaxy a10 previously, and it kind of sucked. This phone fixed all the issues I had with my old one.  The camera quality is nicer, it has more storage (55 GB), it can run/load any app a lot faster, the battery is AMAZING (I lost 20% in an entire day (however I'm not as active as other people with their phones so take that in mind)), and has a lot of nifty features that you only realize when you actually have the phone. It alerts you when it reaches your normal bedtime, the brightness changes automatically to fit your schedule, it has fingerprint unlock, and you can customize the phone any way you want. The company could've charged any price they wanted, and I'm glad they didn't. This is an amazing phone when it is your first one or when you're upgrading from a trashy one, and the price gives you a lot of bang for your buck.",5,NA
"17","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Candy","Reviewed in the United States on November 27, 2024","","Battery lasts longer then I thought almost but not quite 3 days being carried every day  wish it had a lil more space I got it for my kiddo that started  middle school this year he's been carrying it pretty much every day  dose lag a bit  but I think it's mainly cuz he's out of space lol still works tho still lagged when I first got it a lil but not like it dose with no space  , I charged it  and kept it up for the first week  till I got his sim card Battery barely moves if it's not being used id dare say it might last close to a month just sitting  idle  would be a good phone for an older guy or gal that don't play on there phones like the younger generations  itd last quite a while without needing charged  looks like the photos and theres a few cases on here to choose from to put on it too",5,NA
"18","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Candy","Reviewed in the United States on July 14, 2024","Amazing! Great price, speed, cam quality (kinda), and everything else!","I received this yesterday and have tried it out for nearly 24 hours now. I will be using this as a back up phone.The pluses.Nice big clear and bright screen.I like the case and the color. It looks and feel quite decent,Good, responsive touchscreen with good colors.Good wifi and bluetooth. On screen keyboard is also easy to use.Large battery, I charged it to 100 % last night and its still at 70%Good sound quality and fairly loud speakers.Negatives.There is some lag but that is in comparison to my “high end” main phone but I consider it to be more than acceptable.The cameras have great colors are appear to be over processed.If this was for use as my main shooter, it  would not be acceptable but for the bargain price, and considering that this is  budget phone, both front and rear cameras will suffice.Not too keen on the side finger print reader, it does work and actually responds quite fast, I don’t care for the location.So as a budget back up phone, there are some negatives but I can live with them all.Not; the first two photos were taken with the rear came at high resolution. The third was taken with the front facing camera. The last two were taken indoors in a restaurant setting on high resolution.I quite like this phone. I had been considering a 5 year old phone for a back up…. It still had really good specs but I was concerned about the battery and how much longer it would work. Also there would not be any security updates on an older phone but this is from 2024 and has already done several updates since I first powered it on, and it is due to be upgraded to Android 14 later this summer. ( I mention this because there are surely other folks looking for a budget back up phone.)Also, since I don’t play any games, I cant offer any opinions in that respect.For a back up phone, its ideal and I recommend it!",5,NA
"19","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Brian M. Edwards","Reviewed in the United States on May 8, 2024","5.0 out of 5 stars","How many apps do you think you have on your phone? 40? 50? how about your phone from 2 or 3 years ago? 15-20 tops? LOL  ah, yes the days when we got excited to get a few free apps or games on our new phones... alas those days are OVER bro! get you a variation of the moto g device family. Out of the box, she is pretty amazing. I didn't have a single complaint really. Super fast, tons of storage, great camera, new updated apps, lots of customizing, etc. JUST WONDERFUL. After a few months it happened, the dreaded update in April I think it was, maybe March, I now have 400+ apps. (I will attach a pic, it shows 399, there have been about 30-40 more that have trickled in since the initial dump, which took about 5-7 days to finish up... and 75-80% are ""system apps"" (bloatware from any and every carrier in fact.... ALL. OF. THEM.) For example, a bluetooth app for t-mobile, & verizon, & sprint, & metro, && cricket. Before you say, ""just uninstall them and move on!"" - I did. I have. I've factory reset twice and they're just BUILT INTO THE phones disk memory. There simply is no ""delete"" them. Some of them, as duplicatory as they are, messing around with them can still brick up your jawn within a few clicks... and before you even start, you are not a dev... so chill, I mean neither am I... but you just stay out of that menu, that app, and that folder. Really, who knows why they name everything in tech sketchy stuff like ""com.sys.IM-WATCHING-YOU-PAM.000"" and ""<%real/secret/23-LISTENER999>... but anyways... JUST PROMISE ME, YOU WON'T GET INTO THAT APP, OR FOLDER.... okay?So Motorola should reimburse me for having to put myself through IT school to teach myself to operate on this phones guts and remove all these garbage apps manually to create the phone I thought I purchased. All you can do is force stop and disable them. Buuut I still feel like they are gathering data, bc, why wound't they be. Its not just this model either, my partner has the moto g stylus 5g and its even worse on theirs. the play store basically never gets a break from constant updates (and then theres the transferring of precious data to the mother ship)yeaaaa we also had to upgrade our home internet plan and router because of all this. We couldn't both use the wifi at the same time doing anything at all. it was crazy. allllllso the apps are gathering intense amounts of data and ALL WANT crazy permissions that have nothing to do with the app itself. like the calculator wants camera permissions... nuts. The sheer number of apps that require making system changes or having total device control... it was too much. I would almost ask for a refund, but from what I see these days most phones are leaning that direction, making money off our god given ones and zeros.... and then still try and look at us in the eyes while they sputter out the retail price of the next generation of your favorite device. can't even hold it down on a free case or something..THEN - - when you finally get a break from force quitting and removing permissions that, somehow keep TURNING BACK on... you might have a few minutes to enjoy a quick photoshoot. NOPE. the camera app it comes with stinks, it just soooo basic.. so then you think, oh, i'll download a cool camera app off play store... NOPE. theres a fricking governor on the camera. That makes it so NO 3rd party camera app will get full usage of ALL THE MEGA PIXELS YOU PAID YOUR HARD EARNED MONEY FOR (48 megs to be precise, which is overkill, but still, you will be lucky to get to use 10 or 12 MP!!)Seriously. And JUST as google starts conveniently implementing the awesome 2 step verification, and authentication keys.... JUST in time for you to have to answer to your wife about why you don't have as much info in your google takeout as she does... yikes... oh and squeeze on some more of that exact same conversation about your FB activity as well.. yaaaaay.So, let me get this straight... I now have to REMEMBER ALL MY UNIQUE PASSWORDS && double log in, && verify 3 ways, all to check a notification thats just a promotional email about the new apps GEWG will put out next week. AND then FINALLY the google security come forward to say they don't trust my log in (bc i've got a VPN) - - - (from guess who - G1 - duh!) and they really cant tell the difference between MY REAL actual login on my trusted device from what it must assume is a HAKKr logging in 3 states away. . . . . . E.V.E.R.Y. LOG - INNNN!at this point i am thinking about a jitterbug and some stress eating of sour worms to relax.but yeah the phones cool, other than that.",4,NA
"20","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Brian M. Edwards","Reviewed in Canada on November 13, 2024","","very good",4,NA
"21","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","paula.m","Reviewed in Singapore on August 13, 2024","Been usen. For a few months now","A budget phones serves all your needs for a second phone. Bit slow.",1,NA
"22","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","paula.m","Reviewed in Canada on June 24, 2024","4.0 out of 5 stars","Was easy to set up for my daughter. Can't go wrong with a hundred dollar(the suggested retail price) phone that does everything the others do.It's a bit slow, but works lol.Very very slow.Feel over charged at 200$ not a good buy. Id return it but Im too late.",1,NA
"23","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Horacio Antonio Avelar",NA,"",NA,5,NA
"24","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Francis",NA,"Very Good Budget Phone",NA,4,NA
"25","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Inmate #03316429",NA,"1.0 out of 5 stars",NA,2,NA
"26","Cellphone","Moto G Play | 2024 | Unlocked | Made for US 4/64GB | 50MP Camera | Sapphire Blue","Inmate #03316429",NA,"",NA,2,NA
"27","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","MI, USA","Reviewed in the United States on April 18, 2024","5.0 out of 5 stars","The price dropped about $100 so I decided to get myself the first new phone I've had in 4 years. The screen is noticeably better quality; with better color, and brighter, and its 120Hz refresh provides smooth video. The screen tech is the same as the top-tier iPhone & Samsung models. I also like a stylus because it helps with editing which I cannot do with a fingertip.There are several configurations of this device depending on where it is purchased. This particular one is ""Unlocked"" in its TOP trim. The rest of its specs are impressive considering its current price point. Using several sources, here is a compilation of the following specifications:PerformanceOperating System - Android™ 13, planned upgrade to Android 14Internal Storage - 256GBSensors - Proximity sensor | Ambient light | Accelerometer | Gyroscope | SAR sensor | Magnetometer | Barometer l Fingerprint reader l Sensor HubCPU - Snapdragon® 6 Gen 1 processor Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55)GPU - Adreno 600Chipset - Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm)Expandable Storage - Up to 2TB microSD cardSecurity - Fingerprint reader | Face unlockBatteryBattery Size - 5000mAhBattery Life - Up to 20W charging capableDisplayDisplayDisplay Size - 6.6"" FHD+ 105.2 cm²Resolution - Full HD+ (2400 x 1080 pixels), 20:9 ratio (~399 ppi density)Screen to Body Ratio - Active Area-Touch Panel (AA-TP): 92.42%Display Technology - LTPS l 120Hz refresh rateAspect Ratio - 20:9DesignDimensions - 162.83x 73.77 x 9.19mmBuild - Gorilla Glass front, plastic back, aluminum framePorts - 3.5mm headset jack & Type-C port (USB 2.0)Weight - 202g (7.13 oz)Water Protection - Water-repellent designColor - Cosmic Black | Rose ChampagneRear CameraRear Camera Hardware - 50MP (f/1.88, 2.0µm) | Ultra Pixel Technology 8MP (f/2.2, 1.12µm) | Ultrawide + Macro Vision + DepthColor Video Timelapse (w/ Hyperlapse) Video Stabilization Video SnapshotRear Camera Video Capture - UHD (30fps) | FHD (30/60fps) Slow Motion: HD (240fps) | FHD (120fps)Rear Camera Video Software - Macro Video Portrait Video Dual Capture Video Slow Motion Video SpotRear Camera SoftwareShooting modes: Ultra-Res, Dual Capture, Night Vision, Macro Vision, Portrait Mode, Panorama, Pro Mode (w/ Long Exposure), Spot Color, Auto Night Vision, Digital Zoom (up to 8x)Artificial intelligence: Smart Composition, Auto Smile Capture10, Shot Optimization, Google Lens™ integrationOther features: Assistive Grid Leveler, Watermark, Barcode Scanner, Burst Shot, RAW Photo Output, Timer, Live filter, Auto HDR, Active Photos, Quick Capture, Tap Anywhere to CaptureFront Camera Hardware - 16MP (f/2.45, 1.0µm) l Quad Pixel TechnologyFront Camera SoftwareShooting modes: Dual Capture, Pro Mode (w/ Long Exposure), FOV Switch, Auto Night Vision, Portrait, Sport ColorArtificial intelligence: Auto Smile Capture10, Gesture CaptureOther features: Face Beauty, Screen Flash, Burst Shot, Timer, Assistive Grid, Watermark, Leveler, Selfie Photo Mirror, HDR, Live Filter, Active Photos, Selfie Animation, RAW Photo Output, Tap Anywhere to CaptureFront Camera Video Capture - FHD (30fps)Front Camera Video SoftwareShooting modes: Dual Capture, Spot Color, Timelapse (w/ Hyperlapse)Other features: Portrait Video, Face Beauty, Video Stabilization, Video SnapshotAudioSpeakers - Dual stereo speakers; Dolby Atmos®Headphone Jack - 3.5mm headset jackMicrophones - 2ConnectivityNetworks + Bands2G: GSM band 2/3/5/83G: WCDMA band 1/2/4/5/84G: LTE band 1/2/3/4/5/7/8/12/13/14/17/18/19/20/25/26/29/30/38/39/40/41/48/66/715G: NR band 1/2/3/5/7/12/13/14/25/26/29/30/38/41/48/66/70/71/77/78Bluetooth Technology - Bluetooth® 5.1NFC - YesWi-Fi - Wi-Fi 802.11 a/b/g/n/ac | 2.4GHz + 5GHzLocation Services - GPS(L1+L5) | A-GPS |SAP | LTEPP | SUPL | GalileoSIM Card - Single SIM (1 Nano SIM + 1 microSD)Hopefully, you will find this information helpful. Other than some minor software issues to work through, I am extremely pleased. I can highly recommend this phone and the vendor Amazon. (FYI - Arrived in LESS than 24 hours)",5,NA
"28","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Amazon Customer","Reviewed in the United States on July 12, 2023","","I decided to get a new Android phone to replace my aging Note 9 which was going to need a bettery replaced after serving me well for almost 5 years. I am someone who despises the sound of Bluetooth for music so I knew I wanted to find something modern with a stylus and a headphone jack, since I also despise carrying an extra adapter around and want to be able to enjoy my music while the phone is charging without being forced to use Bluetooth. I didn't necessarily need or want a flagship when I went shopping for this phone, just wanted something mid range which supported the latest 5g, Wifi, and Bluetooth standards, and for a mid range phone, the Moto G Stylus 2023 doesn't disappoint.First a couple of potential negatives for some people: I knew I liked the stylus, but never used the remote function so the Moto G only having a basic stylus without the remote camera function of the Galaxies wasn't an issue with me, but, may be for some users who like the more advanced styluses such as the ones that the Galaxy Notes have. The only other negative I have noticed is that while the 50MP camera is great in bright light, it isn't quite as good as some others in low light, but it's far from the worst I have encountered in a modern phone.That being said, now that I have the potential negatives out of the way, I absolutely love everything else about this phone.It's comfortable to hold.The display is clear and crisp and I have no issues using it in any light level from bright daylight to a very dark room. The display is also great for watching movies and videos, and I had no issues doing some light gaming on it either.The battery lasts roughly 2 days with my relatively heavy use.Both cell and Wifi reception are excellent. I work in some very isolated rural areas  in the Rocky Mountains and this phone works in places where my co worker's brand new iPhone doesn't on the same carrier (Verizon in this case). No dropped calls or lack of 4g/5g service in many spots where his iPhone is useless.The 256 G of on board memory plus the ability to add 2TB more on a Micro SD card is another plus for this phone, my purchase price for it and a 1 TB micro SD card was a fraction of most flagship phones cost, some of which, including every iPhone ever made, don't even offer the option to add storage.Besides for support for additional memory, if you still like listening to music through a standard headphone jack, this phone doesn't disappoint. The sound is very good though the jack, and the onboard DAC and headphone amp seem to have a great frequency response and an extremely low noise floor and no evidence of RF noise or other annoying interference. Another unadvertised, yet pleasant surprise, which some people may be interested in, was finding that this phone has an FM radio tuner on board, a rarity for a US market phone these days. I tried it out and it performed surprisingly well, great sensitivity for pulling in distant stations and great selectivity which allows for pleasant listening when 2 stations are right next to each other on the dial. It even supports RDS which displays artist name and song titles, among other things, for stations which transmit that data.Overall, a very impressive product for the price, great job Motorola!Highly recommend this phone!",5,NA
"29","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","majellin","Reviewed in the United States on May 10, 2024","The price is right! And it is LOADED with features.","I bought this phone specifically for its wide range of 4G LTE and 5G NR radio bands at an affordable price. The processor is snappy and as long you stick with normal day-to-day activities it and the RAM is more than sufficient. I wouldn’t buy this if you’re a gamer but almost everything else works great. Battery life? Outstanding. Upgrading from a Moto G Power 2020 the plastic back is annoying. I get people don’t like to see fingerprints but the shiny G Power back had a stick to it making it easier to hold. The back on this phone is very slippery and annoying to hold. But a thin silicone case solved that problem. For someone looking for a perfectly capable phone but doesn’t want to pay insane flagship prices I think you’ll like this one.",4,NA
"30","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Johnny Extreme","Reviewed in Canada on September 2, 2024","5.0 out of 5 stars","Second time trying a newer Motorola Android smartphone and I am actually impressed with how well these work compared to my usual Samsung, Google, and various other company experiences.  For the value you get on this type of budget, it's a great performer and does everything well!  Only thing I'm missing is the wireless charging, but I'll acquire that in my next phone perhaps.  The display is decent, speakers are loud, bluetooth works well including in my vehicle, NFC is always welcome for convenience.  Screen protectors are easy to acquire and install since the screen's flat, and cases are great for this phone.  I highly recommend this despite having only a couple years security updates available since it's a last year's model; but you can't go wrong for the price!",5,NA
"31","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Rodrigo Elena","Reviewed in Mexico on February 21, 2024","","Llegó en tiempo forma y todo bien",5,NA
"32","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Krissie","Reviewed in Canada on October 17, 2024","Excellent value, performance, and features for the money.","",5,NA
"33","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Janett R.","Reviewed in Mexico on January 14, 2024","4.0 out of 5 stars","",5,NA
"34","Cellphone","Motorola Moto G Stylus 5G | 2023 | Unlocked | Made for US 6/256GB | 50 MPCamera | Cosmic Black, 162.83x73.77x9.29","Gustavo Santos","Reviewed in Canada on May 13, 2024","","The media could not be loaded.",4,NA
